scenario_id,condition,repeat_id,js_to_reference,js_to_canonical,baseline_js,delta_js_vs_canonical
20260811-039,equiv-evidence-first,0,0.0009170157064771927,5.33426488828747e-06,0.0007884630423244717,0.00012855266415272098
20260811-038,ablate-evidence,1,0.4500327660820995,0.10386355411907298,0.15364430697783232,0.2963884591042672
20260811-038,ablate-prior,0,0.12405354540473201,0.0018913882774560687,0.15364430697783232,-0.02959076157310031
20260811-038,ablate-evidence,0,0.4510350542215392,0.10445971398316492,0.15364430697783232,0.2973907472437069
20260811-038,equiv-evidence-first,1,0.055559937219346496,0.029210746567347116,0.15364430697783232,-0.09808436975848583
20260811-038,equiv-prose,1,0.20253066288228888,0.004168945163843375,0.15364430697783232,0.04888635590445656
20260811-038,equiv-prose,0,0.21004781822009172,0.00544825241418021,0.15364430697783232,0.056403511242259396
20260811-039,equiv-evidence-first,1,0.0009267213282981206,6.1381336005766885e-06,0.0007884630423244717,0.00013825828597364889
20260811-039,equiv-prose,0,0.0007884630008896756,-5.4811184051861305e-17,0.0007884630423244717,-4.143479613236134e-11
20260811-039,ablate-definitions,0,0.0011327852563518702,3.436615730008385e-05,0.0007884630423244717,0.00034432221402739844
20260811-038,equiv-evidence-first,0,0.06032966419277399,0.02572177267813655,0.15364430697783232,-0.09331464278505833
20260811-039,equiv-prose,1,0.0007884630008896392,-5.5860847318232e-17,0.0007884630423244717,-4.1434832561554336e-11
20260811-039,ablate-prior,0,0.0007884630008895698,1.1067183970162253e-16,0.0007884630423244717,-4.1434901950493375e-11
20260811-039,ablate-definitions,1,0.0011327852563518702,3.436615730008385e-05,0.0007884630423244717,0.00034432221402739844
20260811-040,equiv-evidence-first,0,0.0009267213282981206,6.138133600576119e-06,0.0007884630423243702,0.00013825828597375037
20260811-039,ablate-prior,1,0.0007884630008895698,1.1067183970162253e-16,0.0007884630423244717,-4.1434901950493375e-11
20260811-040,equiv-evidence-first,1,0.0009365030515578812,7.000898947815049e-06,0.0007884630423243702,0.00014804000923351098
20260811-039,ablate-evidence,1,0.023793872332891753,0.017984620531292236,0.0007884630423244717,0.023005409290567283
20260811-039,ablate-evidence,0,0.023668774963675972,0.017870744074493124,0.0007884630423244717,0.022880311921351502
20260811-040,ablate-definitions,0,0.0011327852563518702,3.436615730014023e-05,0.0007884630423243702,0.0003443222140274999
20260811-040,equiv-prose,0,0.0007884630008896392,4.754735846703208e-30,0.0007884630423243702,-4.143473108023099e-11
20260811-040,equiv-prose,1,0.0007884630008896392,4.754735846703208e-30,0.0007884630423243702,-4.143473108023099e-11
20260811-040,ablate-definitions,1,0.0009267213282982236,6.138133600701021e-06,0.0007884630423243702,0.00013825828597385337
20260811-040,ablate-prior,0,0.0007884630008895698,5.4810992383385975e-17,0.0007884630423243702,-4.143480046917003e-11
20260811-041,equiv-evidence-first,0,0.00046265153023236476,6.138133600575766e-06,0.0005735627411364056,-0.00011091121090404086
20260811-040,ablate-prior,1,0.0007884630008895698,5.4810992383385975e-17,0.0007884630423243702,-4.143480046917003e-11
20260811-040,ablate-evidence,0,0.021007269019244084,0.01545564848463491,0.0007884630423243702,0.020218805976919715
20260811-040,ablate-evidence,1,0.02294641293785631,0.017212814082391552,0.0007884630423243702,0.02215794989553194
20260811-041,ablate-definitions,0,0.00011018132321156902,0.00018342144119159223,0.0005735627411364056,-0.00046338141792483657
20260811-041,ablate-definitions,1,0.0001616437284484163,0.00012832416107736567,0.0005735627411364056,-0.0004119190126879893
20260811-041,ablate-prior,0,0.0005735627323078821,-1.9166847854088746e-22,0.0005735627411364056,-8.828523524219423e-12
20260811-041,ablate-evidence,0,0.010418981463705509,0.015096499563081685,0.0005735627411364056,0.009845418722569103
20260811-041,equiv-prose,0,0.0005735627323077499,5.586065564975989e-17,0.0005735627411364056,-8.828655688464249e-12
20260811-041,equiv-prose,1,0.0005735627323077775,1.9166848245697712e-22,0.0005735627411364056,-8.828628149729068e-12
20260811-041,ablate-evidence,1,0.010929817963469663,0.01568897519601338,0.0005735627411364056,0.010356255222333258
20260811-042,equiv-evidence-first,1,0.024950742292626435,0.053851914253482305,0.007028126283978019,0.017922616008648418
20260811-042,equiv-evidence-first,0,0.024907085116780546,0.05379523331602089,0.007028126283978019,0.01787895883280253
20260811-041,ablate-prior,1,0.0005735627323078821,-1.9166847854088746e-22,0.0005735627411364056,-8.828523524219423e-12
20260811-042,ablate-definitions,1,0.0013732229252051151,0.01407611425513826,0.007028126283978019,-0.005654903358772904
20260811-042,equiv-prose,0,0.0037539234425650343,0.00047732144374206973,0.007028126283978019,-0.003274202841412985
20260811-042,ablate-definitions,0,0.0019646248615394104,0.015823510380412617,0.007028126283978019,-0.005063501422438608
20260811-042,ablate-prior,1,8.73457053893455e-05,0.005428074271966746,0.007028126283978019,-0.006940780578588673
20260811-042,equiv-prose,1,0.00904409276641668,0.0001627908139838854,0.007028126283978019,0.002015966482438661
20260811-042,ablate-prior,0,0.00027376540392829086,0.004416209727084183,0.007028126283978019,-0.0067543608800497285
20260811-042,ablate-evidence,1,0.001191164284303032,0.013504706796420726,0.007028126283978019,-0.005836961999674987
20260811-042,ablate-evidence,0,0.003361515403078409,0.01936526294723044,0.007028126283978019,-0.00366661088089961
20260811-043,ablate-definitions,0,0.3310737032138048,0.18442959145295432,0.028418811878604698,0.3026548913352001
20260811-043,equiv-evidence-first,1,0.03416960848632667,0.0003076612134062888,0.028418811878604698,0.005750796607721972
20260811-043,equiv-evidence-first,0,0.04032149450027256,0.0011688093480769818,0.028418811878604698,0.01190268262166786
20260811-043,ablate-definitions,1,0.3153507037083082,0.17175939023643122,0.028418811878604698,0.2869318918297035
20260811-043,equiv-prose,0,0.00557525448910695,0.021469092459704277,0.028418811878604698,-0.022843557389497747
20260811-043,equiv-prose,1,0.006499551107052332,0.02184844441976566,0.028418811878604698,-0.021919260771552367
20260811-043,ablate-evidence,1,0.35585336298391523,0.20477517936294498,0.028418811878604698,0.32743455110531056
20260811-041,equiv-evidence-first,1,0.000476994782756502,4.588812589058846e-06,0.0005735627411364056,-9.656795837990363e-05
20260811-043,ablate-evidence,0,0.3419428620621041,0.19330200448485124,0.028418811878604698,0.31352405018349944
20260811-043,ablate-prior,0,0.018492600101658437,0.001273922905550658,0.028418811878604698,-0.009926211776946262
20260811-043,ablate-prior,1,0.01726731496457079,0.0016461578800100048,0.028418811878604698,-0.011151496914033908
20260811-080,equiv-evidence-first,0,0.007117608416629187,0.03415051141340397,0.01070408723900778,-0.003586478822378593
20260811-080,equiv-evidence-first,1,0.003647622875384046,0.026060514930023017,0.01070408723900778,-0.007056464363623734
20260811-080,equiv-prose,0,9.105618536607758e-05,0.010332327858060758,0.01070408723900778,-0.010613031053641702
20260811-080,ablate-prior,1,0.021760982898232296,0.05992437246506653,0.01070408723900778,0.011056895659224516
20260811-080,equiv-prose,1,0.00018849132558251288,0.008996079627572096,0.01070408723900778,-0.010515595913425267
20260811-080,ablate-prior,0,0.028908767796433366,0.07073992375231072,0.01070408723900778,0.018204680557425586
20260811-080,ablate-evidence,0,0.42327003688279125,0.35825859475059024,0.01070408723900778,0.41256594964378346
20260811-080,ablate-definitions,0,0.02435076151591127,0.006786907293359072,0.01070408723900778,0.01364667427690349
20260811-081,equiv-evidence-first,0,0.011326502865109524,0.08954055238371521,0.13831865782554037,-0.12699215496043084
20260811-080,ablate-evidence,1,0.4198706670096938,0.35492532412676353,0.01070408723900778,0.409166579770686
20260811-081,equiv-evidence-first,1,0.011655451252732332,0.08749632477940789,0.13831865782554037,-0.12666320657280805
20260811-081,ablate-definitions,0,0.04827102297536513,0.22304699411201345,0.13831865782554037,-0.09004763485017524
20260811-081,ablate-prior,0,0.26758776348934543,0.027085580179842632,0.13831865782554037,0.12926910566380506
20260811-081,equiv-prose,0,0.085081198605095,0.0078124046801391,0.13831865782554037,-0.05323745922044537
20260811-081,ablate-definitions,1,0.04704459313809216,0.2200877364010745,0.13831865782554037,-0.09127406468744821
20260811-081,equiv-prose,1,0.06434210228382234,0.017256153563375308,0.13831865782554037,-0.07397655554171803
20260811-081,ablate-prior,1,0.26040899310031135,0.024452889361580535,0.13831865782554037,0.12209033527477098
20260811-082,equiv-evidence-first,1,0.020163046942663534,0.0006322181045906293,0.014124517448220653,0.0060385294944428815
20260811-081,ablate-evidence,0,0.5516538966726983,0.5894487946830532,0.13831865782554037,0.4133352388471579
20260811-080,ablate-definitions,1,0.018841724650997475,0.004832975111370952,0.01070408723900778,0.008137637411989695
20260811-081,ablate-evidence,1,0.5507386820231472,0.5888552019303499,0.13831865782554037,0.41242002419760687
20260811-082,ablate-definitions,0,0.045028511381216364,0.009356317447868162,0.014124517448220653,0.030903993932995713
20260811-082,equiv-prose,0,0.0022837722895415985,0.006355164896091659,0.014124517448220653,-0.011840745158679054
20260811-082,ablate-prior,0,0.0035103638589671395,0.0036828348594325202,0.014124517448220653,-0.010614153589253513
20260811-082,equiv-evidence-first,0,0.023341882039672246,0.0012947864332765375,0.014124517448220653,0.009217364591451593
20260811-082,equiv-prose,1,0.001658313646596059,0.008099636501615451,0.014124517448220653,-0.012466203801624593
20260811-082,ablate-definitions,1,0.04839960478523049,0.010980290916970593,0.014124517448220653,0.03427508733700984
20260811-082,ablate-prior,1,0.0051362775866433995,0.0022867958557838478,0.014124517448220653,-0.008988239861577253
20260811-083,equiv-evidence-first,1,0.0037090707962568227,0.01086889482516095,0.023946921648899094,-0.02023785085264227
20260811-082,ablate-evidence,0,0.11383457502499306,0.05201192941730924,0.014124517448220653,0.0997100575767724
20260811-083,equiv-evidence-first,0,0.004810858041524927,0.008728160889665305,0.023946921648899094,-0.019136063607374167
20260811-083,ablate-definitions,0,0.09411465670525783,0.19293673338100786,0.023946921648899094,0.07016773505635873
20260811-083,ablate-definitions,1,0.09190193301562181,0.1900367978983175,0.023946921648899094,0.06795501136672272
20260811-082,ablate-evidence,1,0.12069811847326174,0.05701781829069873,0.014124517448220653,0.10657360102504108
20260811-083,equiv-prose,0,0.0008423692838646468,0.025465030381467642,0.023946921648899094,-0.023104552365034448
20260811-083,equiv-prose,1,0.0008423692838646468,0.025465030381467642,0.023946921648899094,-0.023104552365034448
20260811-083,ablate-prior,0,0.021503809585741503,5.197581297733357e-05,0.023946921648899094,-0.002443112063157591
20260811-083,ablate-evidence,0,0.5946116230636576,0.6225421834622583,0.023946921648899094,0.5706647014147584
20260811-083,ablate-prior,1,0.02946428471013217,0.0003555965330730758,0.023946921648899094,0.005517363061233075
20260811-083,ablate-evidence,1,0.6012054667195552,0.6266746848920213,0.023946921648899094,0.5772585450706561
20260811-084,equiv-evidence-first,0,0.03184856501191441,0.0037008681025701676,0.01568546062228002,0.01616310438963439
20260811-084,equiv-evidence-first,1,0.029671564641916913,0.0029485255028534234,0.01568546062228002,0.013986104019636892
20260811-084,ablate-definitions,1,0.014684233217805726,0.0018042046514154864,0.01568546062228002,-0.0010012274044742947
20260811-084,ablate-definitions,0,0.014684233217805726,0.0018042046514154864,0.01568546062228002,-0.0010012274044742947
20260811-084,ablate-prior,0,0.06118431071283449,0.016763085149071277,0.01568546062228002,0.045498850090554474
20260811-084,equiv-prose,0,0.04740412140462434,0.009919830642591512,0.01568546062228002,0.031718660782344324
20260811-085,equiv-evidence-first,1,0.05281437309004122,0.06274615777214465,0.000843742976519096,0.051970630113522126
20260811-085,ablate-definitions,1,0.006111332396463463,0.0031985470636828905,0.000843742976519096,0.005267589419944367
20260811-085,equiv-evidence-first,0,0.029638407016033097,0.03762042210788749,0.000843742976519096,0.028794664039514
20260811-084,equiv-prose,1,0.06054377271003651,0.016844775556637357,0.01568546062228002,0.044858312087756494
20260811-085,equiv-prose,0,0.002779652806837972,0.005632543798087369,0.000843742976519096,0.001935909830318876
20260811-085,ablate-definitions,0,0.016208554267683625,0.011195596473079834,0.000843742976519096,0.015364811291164529
20260811-085,ablate-prior,0,0.010229639318816047,0.006158646963992453,0.000843742976519096,0.00938589634229695
20260811-084,ablate-evidence,0,0.10302980830047323,0.18878776510630446,0.01568546062228002,0.08734434767819321
20260811-085,ablate-evidence,0,0.015511093930272241,0.02158380721450104,0.000843742976519096,0.014667350953753145
20260811-085,ablate-evidence,1,0.01886019969601071,0.025463048861640608,0.000843742976519096,0.018016456719491612
20260811-085,ablate-prior,1,0.011687191568875894,0.007323502047500224,0.000843742976519096,0.010843448592356798
20260811-084,ablate-evidence,1,0.10038011024525582,0.18542198235322158,0.01568546062228002,0.0846946496229758
20260811-085,equiv-prose,1,0.002779652806837972,0.005632543798087369,0.000843742976519096,0.001935909830318876
20260811-086,equiv-evidence-first,1,0.0013012547377970534,0.17643708970834773,0.16934786256335835,-0.1680466078255613
20260811-086,equiv-prose,0,0.1206503821292083,0.005572583539374185,0.16934786256335835,-0.04869748043415005
20260811-086,equiv-evidence-first,0,0.0011629280878283285,0.1725291553104153,0.16934786256335835,-0.16818493447553
20260811-086,ablate-definitions,1,0.12944633163215125,0.0034252166539970163,0.16934786256335835,-0.0399015309312071
20260811-086,ablate-prior,0,0.07508673555866939,0.024622904372739875,0.16934786256335835,-0.09426112700468896
20260811-086,equiv-prose,1,0.13713699628894144,0.002288716501206222,0.16934786256335835,-0.03221086627441691
20260811-086,ablate-prior,1,0.07830935870089568,0.02303024350593014,0.16934786256335835,-0.09103850386246266
20260811-086,ablate-definitions,0,0.1656929529274597,0.00034680596390298255,0.16934786256335835,-0.003654909635898651
20260811-086,ablate-evidence,1,0.577757545573574,0.3814733003012424,0.16934786256335835,0.40840968301021563
20260811-086,ablate-evidence,0,0.5824049358402197,0.3873529748653898,0.16934786256335835,0.41305707327686136
20260811-087,equiv-evidence-first,0,0.04388785922154981,0.012647150723774345,0.010304322791855369,0.03358353642969444
20260811-087,equiv-evidence-first,1,0.041116419937011164,0.011089255749066317,0.010304322791855369,0.030812097145155794
20260811-087,equiv-prose,0,0.051622344613512366,0.017282610068249875,0.010304322791855369,0.041318021821656996
20260811-087,equiv-prose,1,0.04972550389072901,0.016108651914950402,0.010304322791855369,0.03942118109887364
20260811-087,ablate-evidence,1,0.04039134527646314,0.010692188243102724,0.010304322791855369,0.03008702248460777
20260811-084,ablate-prior,1,0.058704593225517555,0.01546407893676826,0.01568546062228002,0.04301913260323753
20260811-087,ablate-evidence,0,0.037898976459767544,0.00935796806322563,0.010304322791855369,0.027594653667912174
20260811-124,equiv-evidence-first,0,0.04761118328878276,0.025123791782177024,0.041590170606944664,0.006021012681838099
20260811-087,ablate-prior,1,0.017080215960227678,0.000910567493027689,0.010304322791855369,0.006775893168372309
20260811-087,ablate-definitions,0,0.010472295432515027,2.4504610659345242e-05,0.010304322791855369,0.00016797264065965788
20260811-087,ablate-prior,0,0.018965845194305688,0.0013973452365796187,0.010304322791855369,0.00866152240245032
20260811-124,equiv-prose,0,0.0307514974706125,0.0008198562909101687,0.041590170606944664,-0.010838673136332164
20260811-124,ablate-definitions,0,0.1313647022607732,0.25314246327470113,0.041590170606944664,0.08977453165382854
20260811-124,ablate-definitions,1,0.13000092905076677,0.25084645720851545,0.041590170606944664,0.0884107584438221
20260811-124,ablate-prior,0,0.04352394092602113,0.0023300777551412896,0.041590170606944664,0.001933770319076468
20260811-124,ablate-prior,1,0.0373714083446879,0.0003885689668390929,0.041590170606944664,-0.004218762262256766
20260811-125,equiv-prose,1,0.16407589232595915,0.014212092067372808,0.12071196242105905,0.043363929904900095
20260811-124,ablate-evidence,0,0.31345257081969835,0.5081961374258916,0.041590170606944664,0.2718624002127537
20260811-125,equiv-prose,0,0.16419508395714363,0.013938212217279273,0.12071196242105905,0.04348312153608458
20260811-124,ablate-evidence,1,0.30830443504764005,0.5020159780502947,0.041590170606944664,0.2667142644406954
20260811-125,equiv-evidence-first,0,0.16649600798767605,0.010393743448150014,0.12071196242105905,0.045784045566617
20260811-125,ablate-definitions,0,0.005209553882052022,0.09945491496793323,0.12071196242105905,-0.11550240853900703
20260811-125,ablate-prior,0,0.2487368772973767,0.07121484832647645,0.12071196242105905,0.12802491487631765
20260811-125,ablate-definitions,1,0.004585699940953704,0.1045174890467872,0.12071196242105905,-0.11612626248010535
20260811-125,ablate-prior,1,0.23020136482331402,0.05445559646015964,0.12071196242105905,0.10948940240225497
20260811-124,equiv-evidence-first,1,0.04761118328878276,0.025123791782177024,0.041590170606944664,0.006021012681838099
20260811-125,ablate-evidence,0,0.12203236117372643,0.4235285770696575,0.12071196242105905,0.0013203987526673733
20260811-124,equiv-prose,1,0.028750067861904725,0.0015943314499488968,0.041590170606944664,-0.012840102745039939
20260811-125,equiv-evidence-first,1,0.164421357141608,0.009632857241994832,0.12071196242105905,0.04370939472054894
20260811-087,ablate-definitions,1,0.010613305928963455,2.7619055144024676e-05,0.010304322791855369,0.0003089831371080858
20260811-126,equiv-evidence-first,0,0.01355692892399949,0.14817150880608324,0.1655695460492474,-0.1520126171252479
20260811-125,ablate-evidence,1,0.12639598831118903,0.4301042963773666,0.12071196242105905,0.005684025890129979
20260811-126,equiv-prose,0,0.13807407481777645,0.0037328754284591367,0.1655695460492474,-0.027495471231470947
20260811-126,equiv-prose,1,0.13500758149583475,0.004604606566632237,0.1655695460492474,-0.030561964553412646
20260811-126,ablate-definitions,0,0.09523274121645842,0.024844961804405163,0.1655695460492474,-0.07033680483278898
20260811-126,ablate-evidence,0,0.44938486570327296,0.20036924577815013,0.1655695460492474,0.28381531965402557
20260811-127,equiv-evidence-first,1,0.028718383727111607,0.0008508159785943319,0.022218299871031594,0.006500083856080013
20260811-126,ablate-evidence,1,0.44260667363068135,0.19385787298596585,0.1655695460492474,0.27703712758143395
20260811-127,equiv-evidence-first,0,0.023761409721411268,8.838038019920826e-05,0.022218299871031594,0.0015431098503796738
20260811-126,ablate-prior,0,0.12568721885260917,0.009828242465900278,0.1655695460492474,-0.03988232719663823
20260811-126,ablate-prior,1,0.12151027780883947,0.012604316098450547,0.1655695460492474,-0.04405926824040793
20260811-127,equiv-prose,0,0.040452337760477956,0.006555345894037362,0.022218299871031594,0.018234037889446362
20260811-127,ablate-definitions,1,0.016183650015681735,0.05521558198644125,0.022218299871031594,-0.00603464985534986
20260811-127,equiv-prose,1,0.023090476273730218,0.0009271721789023009,0.022218299871031594,0.0008721764026986233
20260811-126,ablate-definitions,1,0.09809325794162979,0.02247886117880577,0.1655695460492474,-0.0674762881076176
20260811-127,ablate-definitions,0,0.02080853304398661,0.06469572227756959,0.022218299871031594,-0.0014097668270449844
20260811-127,ablate-prior,0,0.015094856752373313,0.0006638801431583468,0.022218299871031594,-0.007123443118658281
20260811-127,ablate-evidence,0,0.14538324712787803,0.24821892156082465,0.022218299871031594,0.12316494725684644
20260811-127,ablate-prior,1,0.02514815768598924,0.001362948862788239,0.022218299871031594,0.002929857814957644
20260811-128,equiv-evidence-first,0,0.02524943526789527,0.046765544574170946,0.03665549657974386,-0.01140606131184859
20260811-128,ablate-definitions,0,0.011441107740872206,0.018848816365460177,0.03665549657974386,-0.025214388838871653
20260811-128,ablate-definitions,1,0.011643845006428698,0.01679673653735897,0.03665549657974386,-0.025011651573315162
20260811-128,equiv-evidence-first,1,0.024171071865007308,0.043821114726859664,0.03665549657974386,-0.012484424714736552
20260811-128,equiv-prose,0,0.027897512261284674,0.0014631705417556978,0.03665549657974386,-0.008757984318459186
20260811-127,ablate-evidence,1,0.14538324712787803,0.24821892156082465,0.022218299871031594,0.12316494725684644
20260811-128,ablate-prior,0,0.023923448255760035,0.01623901700093919,0.03665549657974386,-0.012732048323983825
20260811-128,equiv-prose,1,0.02414615050832547,0.0037157603425328175,0.03665549657974386,-0.01250934607141839
20260811-129,equiv-evidence-first,0,0.01918078628765046,0.003341473984192791,0.013215891136971308,0.005964895150679153
20260811-128,ablate-prior,1,0.02317459775538859,0.019493541727322157,0.03665549657974386,-0.01348089882435527
20260811-128,ablate-evidence,0,0.292664385372267,0.22902495516994578,0.03665549657974386,0.25600888879252315
20260811-128,ablate-evidence,1,0.2914736158366382,0.22783079188121053,0.03665549657974386,0.25481811925689435
20260811-129,ablate-definitions,0,0.04871262438410212,0.07538022787802015,0.013215891136971308,0.03549673324713081
20260811-129,equiv-prose,0,0.022198150496733203,0.012404785637539759,0.013215891136971308,0.008982259359761895
20260811-129,equiv-prose,1,0.008088360740659873,0.0011366228877573333,0.013215891136971308,-0.005127530396311435
20260811-129,ablate-prior,1,0.016922490987289016,0.004212909627530719,0.013215891136971308,0.0037065998503177083
20260811-129,ablate-definitions,1,0.044355340712540325,0.06914780906118778,0.013215891136971308,0.031139449575569016
20260811-129,ablate-evidence,1,0.3071756953343818,0.39363823850433144,0.013215891136971308,0.2939598041974105
20260811-129,ablate-evidence,0,0.3220708160337763,0.41030786296934235,0.013215891136971308,0.308854924896805
20260811-130,equiv-evidence-first,0,0.04761118328878276,0.030867705742667548,0.04530433570936274,0.0023068475794200197
20260811-129,equiv-evidence-first,1,0.01918078628765046,0.003341473984192791,0.013215891136971308,0.005964895150679153
20260811-129,ablate-prior,0,0.02579214455187493,0.012058030423719657,0.013215891136971308,0.012576253414903623
20260811-130,ablate-definitions,0,0.10029838550458765,0.2086454175924687,0.04530433570936274,0.05499404979522491
20260811-130,equiv-prose,1,0.04460601453766815,0.0008434958156514939,0.04530433570936274,-0.0006983211716945908
20260811-130,ablate-definitions,1,0.09535742604202799,0.19892618585890187,0.04530433570936274,0.050053090332665244
20260811-130,equiv-prose,0,0.033081344393682204,0.0019840559258105777,0.04530433570936274,-0.01222299131568054
20260811-130,ablate-prior,1,0.03484891957164876,0.001958638249034682,0.04530433570936274,-0.010455416137713981
20260811-130,ablate-prior,0,0.03880093610392486,0.0003047650141658725,0.04530433570936274,-0.00650339960543788
20260811-130,ablate-evidence,1,0.31179877039855225,0.5178345863170233,0.04530433570936274,0.2664944346891895
20260811-130,ablate-evidence,0,0.30738104897555485,0.5125749017669388,0.04530433570936274,0.2620767132661921
20260811-126,equiv-evidence-first,1,0.022872610358509564,0.11915149369169752,0.1655695460492474,-0.14269693569073783
20260811-131,equiv-evidence-first,0,0.05332157321605626,0.02708708381238774,0.010255470459432148,0.04306610275662411
20260811-131,equiv-evidence-first,1,0.05391048221779518,0.0273725507921056,0.010255470459432148,0.04365501175836303
20260811-131,equiv-prose,1,0.023391048413596197,0.007288885011259692,0.010255470459432148,0.013135577954164049
20260811-131,equiv-prose,0,0.04927416864454952,0.025200312861938516,0.010255470459432148,0.03901869818511737
20260811-131,ablate-definitions,0,0.03675165592590934,0.06933778813175573,0.010255470459432148,0.026496185466477196
20260811-131,ablate-definitions,1,0.03143409468471073,0.06157943883482094,0.010255470459432148,0.02117862422527858
20260811-131,ablate-prior,0,0.02313799801829785,0.005754581340335151,0.010255470459432148,0.012882527558865702
20260811-131,ablate-evidence,1,0.1523045323112367,0.21557823410928217,0.010255470459432148,0.14204906185180455
20260811-131,ablate-evidence,0,0.14657694004807914,0.20887707210515355,0.010255470459432148,0.136321469588647
20260811-131,ablate-prior,1,0.04279197768608828,0.019023246096742195,0.010255470459432148,0.03253650722665613
20260811-130,equiv-evidence-first,1,0.04757310548203397,0.02963438622590967,0.04530433570936274,0.0022687697726712294
